SortOrder,Tblname,AttributeLabel,AttributeDescription,AttributeUnit
100,EMRI_Data,Te_ppm_ICP60,"Tellurium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 0.5-1,000 ppm Te. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
101,EMRI_Data,Th_ppm_ICP60,"Thorium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 0.1-1,000 ppm Th. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
102,EMRI_Data,Tl_ppm_ICP60,"Thallium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 0.5-1,000 ppm Tl. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
103,EMRI_Data,Tm_ppm_ICP60,"Thulium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 0.05-1,000 ppm Tm. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
104,EMRI_Data,U_ppm_ICP60,"Uranium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 0.05-1,000 ppm U. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
105,EMRI_Data,V_ppm_ICP60,"Vanadium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 5-10,000 ppm V. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
106,EMRI_Data,W_ppm_ICP60,"Tungsten, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 1-10,000 ppm W (changed to 0.1-10,000 ppm W for some of the jobs). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
107,EMRI_Data,Y_ppm_ICP60,"Yttrium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 0.5-10,000 ppm Y. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
108,EMRI_Data,Yb_ppm_ICP60,"Ytterbium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 0.1-1,000 ppm Yb. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
109,EMRI_Data,Zn_ppm_ICP60,"Zinc, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 5-50,000 ppm Zn. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
110,EMRI_Data,Zr_ppm_ICP60,"Zirconium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Method detection range: 0.5-10,000 ppm Zr. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
111,EMRI_Data,Al_pct_ICP61,"Aluminum, in weight percent, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61).  Method detection range: 0.01-25% Al. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
112,EMRI_Data,Ca_pct_ICP61,"Calcium, in weight percent, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61).  Method detection range: 0.1-25% Ca. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >25.0. These can be identified with the replaced value of 25.01111. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
113,EMRI_Data,Fe_pct_ICP61,"Iron, in weight percent, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61).  Method detection range: 0.01-25% Fe. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >25. These can be identified with the replaced value of 25.01111. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
114,EMRI_Data,K_pct_ICP61,"Potassium, in weight percent, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61).  Method detection range: 0.1-25% K. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
115,EMRI_Data,Mg_pct_ICP61,"Magnesium, in weight percent, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61).  Method detection range: 0.01-25% Mg. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >25. These can be identified with the replaced value of 25.01111. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
116,EMRI_Data,P_pct_ICP61,"Phosphorous, in weight percent, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61).  Method detection range: 0.01-25% P. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
117,EMRI_Data,S_pct_ICP61,"Sulfur, in weight percent, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61).  Method detection range: 0.01-10% S. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >10.0. These can be identified with the replaced value of 10.01111. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
118,EMRI_Data,Si_pct_ICP61,"Silicon, in weight percent, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.1-30% Si. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >30.0 and these can be identified with the replaced value of 30.01111. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
119,EMRI_Data,Ti_pct_ICP61,"Titanium, in weight percent, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61).  Method detection range: 0.01-25% Ti. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
120,EMRI_Data,Ag_ppm_ICP61,"Silver, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 1-200 ppm Ag. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >200 and these can be identified with the replaced value of 200.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
